SAPID,Date,Unit_id,Unit_name,retirement
SAPID,Date,Unit_id,Unit_name,retirement
SAPID,Date,Unit_id,Unit_name,retirement
"12015534","41246","50000057","Pion Kanclerza",
"12015540","41214","50019230","Pion Rektora",
"12015554","39814","50000141","Wydział Chemii",
"12015564","39814","50000142","Wydział Biologii i Nauk o",
"12015565","39814","50000142","Wydział Biologii i Nauk o",
"12015567","41275","50000055","Pion Pror. ds. polit. kad",
"12015570","41091","50000141","Wydział Chemii",
"12015603","40807","50000057","Pion Kanclerza",
"12015607","39814","50000145","Wydz. Studiów Międzynarod",
"12015608","41214","50000142","Wydział Biologii i Nauk o",
"12015613","39814","50000058","Pion Kwestora",
"12015632","41214","50000057","Pion Kanclerza",
"12015634","41091","50000141","Wydział Chemii",
"12015635","40575","50000139","Wydz. Fizyki, Astronom. i",
"12015635","41488","50000142","Wydział Biologii i Nauk o",
"12015639","41275","50000055","Pion Pror. ds. polit. kad",
"12015642","41275","50000058","Pion Kwestora",
"12015643","39814","50000058","Pion Kwestora",
"12015655","39814","50000145","Wydz. Studiów Międzynarod",
"12015659","41246","50000057","Pion Kanclerza",
"12015664","41275","50000055","Pion Pror. ds. polit. kad",
"12015665","41275","50000055","Pion Pror. ds. polit. kad",
"12015667","40452","50000137","Wydział Filologiczny",
"12015669","41275","50000055","Pion Pror. ds. polit. kad",
"12015673","39814","50000142","Wydział Biologii i Nauk o",
"12015677","40118","50000134","Wydział Prawa i Administr",
"12015678","39934","50000058","Pion Kwestora",
"12015679","39814","50000140","Wydział Matematyki i Info",
"12015683","41214","50000057","Pion Kanclerza",
"12015686","41275","50000055","Pion Pror. ds. polit. kad",
"12015690","41122","50000057","Pion Kanclerza",
"12015696","39814","50000142","Wydział Biologii i Nauk o",
"12015697","41122","50000057","Pion Kanclerza",
"12015701","39814","50000135","Wydział Filozoficzny",
"12015730","41275","50000057","Pion Kanclerza",
"12015754","41275","50000055","Pion Pror. ds. polit. kad",
"12015794","41122","50000057","Pion Kanclerza",
"12015799","40057","50000145","Wydz. Studiów Międzynarod",
"12015815","40483","50019230","Pion Rektora",
"12015866","41122","50000057","Pion Kanclerza",
"12015871","41122","50000057","Pion Kanclerza",
"12015881","40544","50000142","Wydział Biologii i Nauk o",
"12015889","40330","50000139","Wydz. Fizyki, Astronom. i",
"12015900","41275","50000058","Pion Kwestora",
"12015904","41122","50000057","Pion Kanclerza",
"12015912","41122","50000057","Pion Kanclerza",
"12015913","41122","50000057","Pion Kanclerza",
"12015921","40695","50000134","Wydział Prawa i Administr",
"12015922","41214","50000057","Pion Kanclerza",
"12015924","39814","50000141","Wydział Chemii",
"12015928","39814","50000142","Wydział Biologii i Nauk o",
"12015933","39814","50000144","Wydz. Zarządz. i Komunika",
"12015934","41275","50000055","Pion Pror. ds. polit. kad",
"12015935","41122","50000057","Pion Kanclerza",
"12015937","41122","50000057","Pion Kanclerza",
"12015938","41275","50000055","Pion Pror. ds. polit. kad",
"12015940","40695","50000134","Wydział Prawa i Administr",
"12015941","40634","50000142","Wydział Biologii i Nauk o",
"12015947","41275","50000057","Pion Kanclerza",
"12015948","41275","50000055","Pion Pror. ds. polit. kad",
"12015950","41246","50000057","Pion Kanclerza",
"12015958","40544","50000144","Wydz. Zarządz. i Komunika",
"12015959","40210","50000139","Wydz. Fizyki, Astronom. i",
"12015960","40756","50000142","Wydział Biologii i Nauk o",
"12015961","39814","50000055","Pion Pror. ds. polit. kad",
"12015963","40422","50000055","Pion Pror. ds. polit. kad",
"12015965","41000","50000144","Wydz. Zarządz. i Komunika",
"12015968","41214","50000142","Wydział Biologii i Nauk o",
"12015969","41214","50000057","Pion Kanclerza",
"12015971","41091","50000141","Wydział Chemii",
"12015974","39934","50000053","Pion Prorektora ds. dydak",
"12015987","41183","50000143","Wydz.Biochemii, Biofiz. i",
"12016009","41275","50000055","Pion Pror. ds. polit. kad",
"12016019","39814","50000053","Pion Prorektora ds. dydak",
"12016019","42005","50048998","Pion Pror. ds. badań nauk",
"12016042","39965","50000144","Wydz. Zarządz. i Komunika",
"12016047","41228","50000057","Pion Kanclerza",
"12016053","40878","50000142","Wydział Biologii i Nauk o",
"12016071","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016071","42016","50000057","Pion Kanclerza",
"12016075","39814","50000145","Wydz. Studiów Międzynarod",
"12016083","41183","50000134","Wydział Prawa i Administr",
"12016117","39965","50000142","Wydział Biologii i Nauk o",
"12016129","41122","50000057","Pion Kanclerza",
"12016145","39814","50000143","Wydz.Biochemii, Biofiz. i",
"12016154","41275","50000055","Pion Pror. ds. polit. kad",
"12016157","41122","50000057","Pion Kanclerza",
"12016158","39814","50000142","Wydział Biologii i Nauk o",
"12016159","39814","50000144","Wydz. Zarządz. i Komunika",
"12016172","41122","50000057","Pion Kanclerza",
"12016173","41246","50000057","Pion Kanclerza",
"12016175","39814","50000142","Wydział Biologii i Nauk o",
"12016185","41275","50000055","Pion Pror. ds. polit. kad",
"12016185","41579","50000057","Pion Kanclerza",
"12016186","41122","50000057","Pion Kanclerza",
"12016193","39814","50000137","Wydział Filologiczny",
"12016197","39814","50000137","Wydział Filologiczny",
"12016205","39814","50000142","Wydział Biologii i Nauk o",
"12016212","40544","50000142","Wydział Biologii i Nauk o",
"12016213","40909","50019230","Pion Rektora",
"12016215","39814","50000145","Wydz. Studiów Międzynarod",
"12016220","41122","50000057","Pion Kanclerza",
"12016221","39814","50000140","Wydział Matematyki i Info",
"12016223","41275","50000055","Pion Pror. ds. polit. kad",
"12016227","41153","50000057","Pion Kanclerza",
"12016227","42036","50000056","Pion Prorektora ds. rozwo",
"12016228","41275","50000057","Pion Kanclerza",
"12016229","41153","50048998","Pion Pror. ds. badań nauk",
"12016230","41153","50048998","Pion Pror. ds. badań nauk",
"12016231","41275","50000055","Pion Pror. ds. polit. kad",
"12016234","41275","50000057","Pion Kanclerza",
"12016236","41214","50000057","Pion Kanclerza",
"12016238","41275","50000055","Pion Pror. ds. polit. kad",
"12016239","39814","50000135","Wydział Filozoficzny",
"12016242","41275","50000055","Pion Pror. ds. polit. kad",
"12016246","41275","50000055","Pion Pror. ds. polit. kad",
"12016250","41275","50000055","Pion Pror. ds. polit. kad",
"12016251","40483","50000055","Pion Pror. ds. polit. kad",
"12016253","41275","50000055","Pion Pror. ds. polit. kad",
"12016256","41061","50000139","Wydz. Fizyki, Astronom. i",
"12016257","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016259","39814","50000142","Wydział Biologii i Nauk o",
"12016265","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016268","39814","50000141","Wydział Chemii",
"12016270","41122","50000057","Pion Kanclerza",
"12016276","39965","50000142","Wydział Biologii i Nauk o",
"12016280","41214","50000138","Wydział Polonistyki",
"12016283","41275","50000055","Pion Pror. ds. polit. kad",
"12016288","41246","50000057","Pion Kanclerza",
"12016318","39814","50000142","Wydział Biologii i Nauk o",
"12016352","39965","50000142","Wydział Biologii i Nauk o",
"12016353","40544","50000134","Wydział Prawa i Administr",
"12016368","39814","50000141","Wydział Chemii",
"12016370","41183","50000140","Wydział Matematyki i Info",
"12016372","41061","50000055","Pion Pror. ds. polit. kad",
"12016373","41122","50000057","Pion Kanclerza",
"12016374","41275","50000057","Pion Kanclerza",
"12016397","41030","50000057","Pion Kanclerza",
"12016398","39934","50000057","Pion Kanclerza",
"12016413","40554","50000053","Pion Prorektora ds. dydak",
"12016414","41122","50000057","Pion Kanclerza",
"12016415","39934","50000058","Pion Kwestora",
"12016419","40513","50000144","Wydz. Zarządz. i Komunika",
"12016422","41122","50000057","Pion Kanclerza",
"12016429","40179","50000136","Wydział Historyczny",
"12016436","41091","50000141","Wydział Chemii",
"12016442","41122","50000057","Pion Kanclerza",
"12016445","41122","50000057","Pion Kanclerza",
"12016500","41214","50000057","Pion Kanclerza",
"12016503","41122","50000057","Pion Kanclerza",
"12016544","41275","50000055","Pion Pror. ds. polit. kad",
"12016550","39965","50000142","Wydział Biologii i Nauk o",
"12016552","39814","50000135","Wydział Filozoficzny",
"12016553","40909","50000057","Pion Kanclerza",
"12016555","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016555","42016","50000057","Pion Kanclerza",
"12016563","41275","50000055","Pion Pror. ds. polit. kad",
"12016564","41122","50000057","Pion Kanclerza",
"12016565","41275","50000145","Wydz. Studiów Międzynarod",
"12016566","40695","50000134","Wydział Prawa i Administr",
"12016569","41275","50000056","Pion Prorektora ds. rozwo",
"12016570","40909","50000057","Pion Kanclerza",
"12016571","40909","50019230","Pion Rektora",
"12016576","41122","50000057","Pion Kanclerza",
"12016577","41122","50000057","Pion Kanclerza",
"12016578","41122","50000057","Pion Kanclerza",
"12016579","41122","50000057","Pion Kanclerza",
"12016580","41153","50048998","Pion Pror. ds. badań nauk",
"12016584","41122","50000057","Pion Kanclerza",
"12016590","40118","50000145","Wydz. Studiów Międzynarod",
"12016594","41122","50000057","Pion Kanclerza",
"12016595","41275","50000055","Pion Pror. ds. polit. kad",
"12016601","41122","50000057","Pion Kanclerza",
"12016602","39814","50000144","Wydz. Zarządz. i Komunika",
"12016603","41122","50000057","Pion Kanclerza",
"12016604","41122","50000057","Pion Kanclerza",
"12016606","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016619","39965","50000141","Wydział Chemii",
"12016621","39814","50000142","Wydział Biologii i Nauk o",
"12016622","41275","50000055","Pion Pror. ds. polit. kad",
"12016623","41275","50000055","Pion Pror. ds. polit. kad",
"12016624","39965","50000142","Wydział Biologii i Nauk o",
"12016626","41821","50000055","Pion Pror. ds. polit. kad",
"12016631","39814","50000136","Wydział Historyczny",
"12016632","41275","50000057","Pion Kanclerza",
"12016633","39814","50000055","Pion Pror. ds. polit. kad",
"12016633","41640","50000057","Pion Kanclerza",
"12016668","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016672","41122","50000057","Pion Kanclerza",
"12016672","41518","50019230","Pion Rektora",
"12016703","41275","50000057","Pion Kanclerza",
"12016720","40179","50000144","Wydz. Zarządz. i Komunika",
"12016724","41122","50000057","Pion Kanclerza",
"12016725","41153","50000057","Pion Kanclerza",
"12016725","42036","50000056","Pion Prorektora ds. rozwo",
"12016726","41153","50000057","Pion Kanclerza",
"12016726","42036","50000056","Pion Prorektora ds. rozwo",
"12016747","41214","50000145","Wydz. Studiów Międzynarod",
"12016756","39995","50000055","Pion Pror. ds. polit. kad",
"12016767","41153","50048998","Pion Pror. ds. badań nauk",
"12016768","39814","50000134","Wydział Prawa i Administr",
"12016770","39934","50000053","Pion Prorektora ds. dydak",
"12016799","39904","50000058","Pion Kwestora",
"12016803","41244","50000055","Pion Pror. ds. polit. kad",
"12016805","39814","50000137","Wydział Filologiczny",
"12016811","39934","50000058","Pion Kwestora",
"12016813","41122","50000057","Pion Kanclerza",
"12016815","40360","50000139","Wydz. Fizyki, Astronom. i",
"12016819","41122","50000057","Pion Kanclerza",
"12016824","41061","50000055","Pion Pror. ds. polit. kad",
"12016826","41246","50000057","Pion Kanclerza",
"12016827","41122","50000057","Pion Kanclerza",
"12016832","41183","50000057","Pion Kanclerza",
"12016834","41275","50000057","Pion Kanclerza",
"12016836","39995","50000144","Wydz. Zarządz. i Komunika",
"12016838","41091","50000055","Pion Pror. ds. polit. kad",
"12016839","39814","50000134","Wydział Prawa i Administr",
"12016847","41275","50000057","Pion Kanclerza",
"12016849","41122","50000057","Pion Kanclerza",
"12016850","39934","50000057","Pion Kanclerza",
"12016853","39814","50000142","Wydział Biologii i Nauk o",
"12016859","40026","50000145","Wydz. Studiów Międzynarod",
"12016861","41214","50000057","Pion Kanclerza",
"12016862","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016862","42005","50000057","Pion Kanclerza",
"12016863","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016864","41122","50000057","Pion Kanclerza",
"12016873","41091","50000141","Wydział Chemii",
"12016874","39814","50000141","Wydział Chemii",
"12016876","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016877","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016879","41246","50000057","Pion Kanclerza",
"12016880","41122","50000057","Pion Kanclerza",
"12016884","41091","50000141","Wydział Chemii",
"12016885","39814","50000139","Wydz. Fizyki, Astronom. i",
"12016891","39814","50000136","Wydział Historyczny",
"12016913","41275","50000057","Pion Kanclerza",
"12016915","40909","50000057","Pion Kanclerza",
"12016916","41275","50000057","Pion Kanclerza",
"12016917","41275","50000055","Pion Pror. ds. polit. kad",
"12016933","41091","50000138","Wydział Polonistyki",
"12016938","41275","50000055","Pion Pror. ds. polit. kad",
"12016940","41122","50000057","Pion Kanclerza",
"12016948","41183","50000143","Wydz.Biochemii, Biofiz. i",
"12016949","39965","50000139","Wydz. Fizyki, Astronom. i",
"12016961","39965","50000144","Wydz. Zarządz. i Komunika",
"12016973","39814","50019230","Pion Rektora",
"12016992","40909","50019230","Pion Rektora",
"12016993","40909","50019230","Pion Rektora",
"12016994","39814","50000135","Wydział Filozoficzny",
"12016996","40878","50000144","Wydz. Zarządz. i Komunika",
"12016997","39814","50000145","Wydz. Studiów Międzynarod",
"12017009","41153","50048998","Pion Pror. ds. badań nauk",
"12017010","40817","50000055","Pion Pror. ds. polit. kad",
"12017020","40634","50000137","Wydział Filologiczny",
"12017034","39814","50000142","Wydział Biologii i Nauk o",
"12017037","41153","50048998","Pion Pror. ds. badań nauk",
"12017041","40909","50000142","Wydział Biologii i Nauk o",
"12017045","39814","50000144","Wydz. Zarządz. i Komunika",
"12017051","41091","50000055","Pion Pror. ds. polit. kad",
"12017056","40269","50000134","Wydział Prawa i Administr",
"12017058","39814","50000141","Wydział Chemii",
"12017060","41122","50000057","Pion Kanclerza",
"12017066","39904","50000138","Wydział Polonistyki",
"12017070","40695","50000134","Wydział Prawa i Administr",
"12017075","40909","50019230","Pion Rektora",
"12017075","41913","50000142","Wydział Biologii i Nauk o",
"12017077","40057","50000134","Wydział Prawa i Administr",
"12017081","41183","50000141","Wydział Chemii",
"12017085","39814","50000139","Wydz. Fizyki, Astronom. i",
"12017086","41275","50000057","Pion Kanclerza",
"12017087","39814","50000142","Wydział Biologii i Nauk o",
"12017090","39814","50000136","Wydział Historyczny",
"12017093","41275","50000055","Pion Pror. ds. polit. kad",
"12017094","39814","50000053","Pion Prorektora ds. dydak",
"12017095","41000","50000142","Wydział Biologii i Nauk o",
"12017095","42005","50000055","Pion Pror. ds. polit. kad",
"12017099","41122","50000057","Pion Kanclerza",
"12017100","39965","50000144","Wydz. Zarządz. i Komunika",
"12017101","41000","50000144","Wydz. Zarządz. i Komunika",
"12017106","41275","50000055","Pion Pror. ds. polit. kad",
"12017109","41275","50000055","Pion Pror. ds. polit. kad",
"12017116","39814","50000053","Pion Prorektora ds. dydak",
"12017117","39814","50000053","Pion Prorektora ds. dydak",
"12017121","41091","50000055","Pion Pror. ds. polit. kad",
"12017129","41030","50000053","Pion Prorektora ds. dydak",
"12017130","39814","50000141","Wydział Chemii",
"12017132","39814","50000055","Pion Pror. ds. polit. kad",
"12017141","40330","50000141","Wydział Chemii",
"12017145","41246","50000057","Pion Kanclerza",
"12017150","41275","50000055","Pion Pror. ds. polit. kad",
"12017151","41214","50000145","Wydz. Studiów Międzynarod",
"12017167","41275","50000055","Pion Pror. ds. polit. kad",
"12017170","41275","50000055","Pion Pror. ds. polit. kad",
"12017196","41275","50000057","Pion Kanclerza",
"12017201","40118","50000134","Wydział Prawa i Administr",
"12017217","41275","50000057","Pion Kanclerza",
"12017218","41122","50000057","Pion Kanclerza",
"12017219","41183","50000057","Pion Kanclerza",
"12017220","40483","50000139","Wydz. Fizyki, Astronom. i",
"12017251","40179","50000139","Wydz. Fizyki, Astronom. i",
"12017257","39814","50000055","Pion Pror. ds. polit. kad",
"12017266","40695","50000134","Wydział Prawa i Administr",
"12017278","39814","50000141","Wydział Chemii",
"12017279","41275","50000055","Pion Pror. ds. polit. kad",
"12017280","41275","50000055","Pion Pror. ds. polit. kad",
"12017281","41153","50048998","Pion Pror. ds. badań nauk",
"12017284","40544","50000134","Wydział Prawa i Administr",
"12017292","39814","50000142","Wydział Biologii i Nauk o",
"12017293","40909","50019230","Pion Rektora",
"12017300","40603","50000055","Pion Pror. ds. polit. kad",
"12017302","39965","50000144","Wydz. Zarządz. i Komunika",
"12017308","39814","50000144","Wydz. Zarządz. i Komunika",
"12017310","41275","50000056","Pion Prorektora ds. rozwo",
"12017310","41579","50000057","Pion Kanclerza",
"12017313","41183","50000136","Wydział Historyczny",
"12017317","40299","50000139","Wydz. Fizyki, Astronom. i",
"12017318","39845","50000140","Wydział Matematyki i Info",
"12017319","41122","50000057","Pion Kanclerza",
"12017322","40544","50000134","Wydział Prawa i Administr",
"12017331","41275","50000055","Pion Pror. ds. polit. kad",
"12017334","41122","50000057","Pion Kanclerza",
"12017336","39814","50000134","Wydział Prawa i Administr",
"12017344","39965","50000058","Pion Kwestora",
"12017346","39814","50000055","Pion Pror. ds. polit. kad",
"12017355","40940","50000137","Wydział Filologiczny",
"12017358","39814","50000145","Wydz. Studiów Międzynarod",
"12017389","41091","50000053","Pion Prorektora ds. dydak",
"12017418","39814","50000053","Pion Prorektora ds. dydak",
"12017435","39934","50000058","Pion Kwestora",
"12017436","39965","50000142","Wydział Biologii i Nauk o",
"12017439","41091","50000055","Pion Pror. ds. polit. kad",
"12017444","41275","50000055","Pion Pror. ds. polit. kad",
"12017448","41275","50000055","Pion Pror. ds. polit. kad",
"12017449","41275","50000055","Pion Pror. ds. polit. kad",
"12017453","41275","50000055","Pion Pror. ds. polit. kad",
"12017458","41306","50000142","Wydział Biologii i Nauk o",
"12017461","41153","50048998","Pion Pror. ds. badań nauk",
"12017475","40544","50000139","Wydz. Fizyki, Astronom. i",
"12017476","39965","50000053","Pion Prorektora ds. dydak",
"12017488","41214","50000144","Wydz. Zarządz. i Komunika",
"12017497","41275","50000057","Pion Kanclerza",
"12017509","41244","50000053","Pion Prorektora ds. dydak",
"12017519","41275","50000055","Pion Pror. ds. polit. kad",
"12017536","39814","50000145","Wydz. Studiów Międzynarod",
"12017538","41275","50000055","Pion Pror. ds. polit. kad",
"12017539","40695","50000144","Wydz. Zarządz. i Komunika",
"12017542","40940","50000055","Pion Pror. ds. polit. kad",
"12017546","41275","50000055","Pion Pror. ds. polit. kad",
"12017548","39814","50000142","Wydział Biologii i Nauk o",
"12017549","41122","50000057","Pion Kanclerza",
"12017550","41061","50000055","Pion Pror. ds. polit. kad",
"12017556","41275","50000055","Pion Pror. ds. polit. kad",
"12017565","39722","50000145","Wydz. Studiów Międzynarod",
"12017567","40483","50000144","Wydz. Zarządz. i Komunika",
"12017574","40603","50000142","Wydział Biologii i Nauk o",
"12017585","40909","50000053","Pion Prorektora ds. dydak",
"12017587","41214","50000057","Pion Kanclerza",
"12017588","41214","50000057","Pion Kanclerza",
"12017590","41214","50000057","Pion Kanclerza",
"12017619","40695","50000144","Wydz. Zarządz. i Komunika",
"12017623","39814","50000143","Wydz.Biochemii, Biofiz. i",
"12017630","39814","50000057","Pion Kanclerza",
"12017631","41275","50000055","Pion Pror. ds. polit. kad",
"12017640","41061","50000136","Wydział Historyczny",
"12017643","40909","50000056","Pion Prorektora ds. rozwo",
"12017643","41579","50019230","Pion Rektora",
"12017651","40179","50000144","Wydz. Zarządz. i Komunika",
"12017667","41214","50000057","Pion Kanclerza",
"12017676","39814","50000135","Wydział Filozoficzny",
"12017677","39814","50000138","Wydział Polonistyki",
"12017678","41122","50000057","Pion Kanclerza",
"12017680","41122","50000057","Pion Kanclerza",
"12017681","41122","50000057","Pion Kanclerza",
"12017688","41214","50000057","Pion Kanclerza",
"12017689","41426","50000057","Pion Kanclerza",
"12017692","40940","50000057","Pion Kanclerza",
"12017695","41122","50000057","Pion Kanclerza",
"12017696","41122","50000057","Pion Kanclerza",
"12017700","40909","50000053","Pion Prorektora ds. dydak",
"12017701","41214","50000057","Pion Kanclerza",
"12017702","40360","50000144","Wydz. Zarządz. i Komunika",
"12017704","39934","50000053","Pion Prorektora ds. dydak",
"12017705","41091","50000055","Pion Pror. ds. polit. kad",
"12017706","41091","50000141","Wydział Chemii",
"12017707","39814","50000142","Wydział Biologii i Nauk o",
"12017710","41091","50000055","Pion Pror. ds. polit. kad",
"12017711","41275","50000055","Pion Pror. ds. polit. kad",
"12017721","41091","50000055","Pion Pror. ds. polit. kad",
"12017728","41275","50000056","Pion Prorektora ds. rozwo",
"12017728","41579","50000057","Pion Kanclerza",
"12017729","41246","50000057","Pion Kanclerza",
"12017731","39814","50000142","Wydział Biologii i Nauk o",
"12017736","41275","50000055","Pion Pror. ds. polit. kad",
"12017738","41275","50000055","Pion Pror. ds. polit. kad",
"12017739","41214","50000057","Pion Kanclerza",
"12017741","41153","50000057","Pion Kanclerza",
"12017741","42036","50000056","Pion Prorektora ds. rozwo",
"12017746","41275","50000055","Pion Pror. ds. polit. kad",
"12017748","41275","50000057","Pion Kanclerza",
"12017749","39814","50000142","Wydział Biologii i Nauk o",
"12017758","39965","50000142","Wydział Biologii i Nauk o",
"12017762","41091","50000055","Pion Pror. ds. polit. kad",
"12017785","40909","50000057","Pion Kanclerza",
"12017786","41153","50000143","Wydz.Biochemii, Biofiz. i",
"12017791","41169","50000055","Pion Pror. ds. polit. kad",
"12017796","41214","50000057","Pion Kanclerza",
"12017797","41275","50000056","Pion Prorektora ds. rozwo",
"12017797","41451","50019230","Pion Rektora",
"12017799","41214","50000057","Pion Kanclerza",
"12017800","41214","50000057","Pion Kanclerza",
"12017801","41253","50000057","Pion Kanclerza",
"12017802","41214","50000057","Pion Kanclerza",
"12017803","41214","50000057","Pion Kanclerza",
"12017804","41214","50000057","Pion Kanclerza",
"12017810","40969","50000140","Wydział Matematyki i Info",
"12017838","41214","50000057","Pion Kanclerza",
"12017839","41214","50000057","Pion Kanclerza",
"12017840","41214","50000057","Pion Kanclerza",
"12017841","40634","50000144","Wydz. Zarządz. i Komunika",
"12017842","41214","50000057","Pion Kanclerza",
"12017855","39722","50000145","Wydz. Studiów Międzynarod",
"12017857","40452","50000145","Wydz. Studiów Międzynarod",
"12017862","39828","50000137","Wydział Filologiczny",
"12017881","39814","50000135","Wydział Filozoficzny",
"12017883","39814","50000137","Wydział Filologiczny",
"12017889","40026","50000145","Wydz. Studiów Międzynarod",
"12017899","41275","50000055","Pion Pror. ds. polit. kad",
"12017912","41913","50000144","Wydz. Zarządz. i Komunika",
"12017918","39965","50000144","Wydz. Zarządz. i Komunika",
"12017922","41275","50000144","Wydz. Zarządz. i Komunika",
"12017924","41275","50000057","Pion Kanclerza",
"12017931","41275","50000057","Pion Kanclerza",
"12017933","41246","50000057","Pion Kanclerza",
"12017939","41275","50000055","Pion Pror. ds. polit. kad",
"12017945","40087","50000137","Wydział Filologiczny",
"12017946","41275","50000056","Pion Prorektora ds. rozwo",
"12017946","41579","50000057","Pion Kanclerza",
"12017948","40330","50000142","Wydział Biologii i Nauk o",
"12017952","41275","50000056","Pion Prorektora ds. rozwo",
"12017952","41579","50048998","Pion Pror. ds. badań nauk",
"12017958","41275","50000055","Pion Pror. ds. polit. kad",
"12017964","40645","50000142","Wydział Biologii i Nauk o",
"12017969","41275","50000057","Pion Kanclerza",
"12017972","41275","50000056","Pion Prorektora ds. rozwo",
"12017972","41451","50019230","Pion Rektora",
"12017976","39814","50000139","Wydz. Fizyki, Astronom. i",
"12017977","41122","50000057","Pion Kanclerza",
"12017978","39814","50000142","Wydział Biologii i Nauk o",
"12017980","41214","50000057","Pion Kanclerza",
"12017982","39814","50000136","Wydział Historyczny",
"12017987","41091","50000055","Pion Pror. ds. polit. kad",
"12017988","39814","50000144","Wydz. Zarządz. i Komunika",
"12017994","41122","50000057","Pion Kanclerza",
"12017997","41153","50000053","Pion Prorektora ds. dydak",
"12017997","41821","50048998","Pion Pror. ds. badań nauk",
"12018002","39814","50000145","Wydz. Studiów Międzynarod",
"12018008","41275","50000057","Pion Kanclerza",
"12018009","41275","50000057","Pion Kanclerza",
"12018010","40575","50000053","Pion Prorektora ds. dydak",
"12018012","40422","50000144","Wydz. Zarządz. i Komunika",
"12018014","40940","50000139","Wydz. Fizyki, Astronom. i",
"12018017","40909","50000057","Pion Kanclerza",
"12018017","42170","50048998","Pion Pror. ds. badań nauk",
"12018018","41122","50000057","Pion Kanclerza",
"12018020","41275","50000056","Pion Prorektora ds. rozwo",
"12018020","41579","50019230","Pion Rektora",
"12018021","41091","50000055","Pion Pror. ds. polit. kad",
"12018026","41275","50000057","Pion Kanclerza",
"12018027","41122","50000057","Pion Kanclerza",
"12018034","41153","50000057","Pion Kanclerza",
"12018034","42036","50000056","Pion Prorektora ds. rozwo",
"12018035","39934","50000057","Pion Kanclerza",
"12018049","41091","50000055","Pion Pror. ds. polit. kad",
"12018051","40330","50000139","Wydz. Fizyki, Astronom. i",
"12018052","39814","50000139","Wydz. Fizyki, Astronom. i",
"12018053","39814","50000139","Wydz. Fizyki, Astronom. i",
"12018062","39934","50000058","Pion Kwestora",
"12018073","41061","50000055","Pion Pror. ds. polit. kad",
"12018081","41183","50000137","Wydział Filologiczny",
"12018115","39904","50000055","Pion Pror. ds. polit. kad",
"12018147","39814","50000053","Pion Prorektora ds. dydak",
"12018175","39965","50000145","Wydz. Studiów Międzynarod",
"12018180","41275","50000055","Pion Pror. ds. polit. kad",
"12018186","41122","50000057","Pion Kanclerza",
"12018190","41214","50000057","Pion Kanclerza",
"12018194","41275","50000055","Pion Pror. ds. polit. kad",
"12018201","41030","50000053","Pion Prorektora ds. dydak",
"12018201","42005","50048998","Pion Pror. ds. badań nauk",
"12018202","41275","50000145","Wydz. Studiów Międzynarod",
"12018205","41275","50000145","Wydz. Studiów Międzynarod",
"12018206","41275","50000145","Wydz. Studiów Międzynarod",
"12018209","41275","50000145","Wydz. Studiów Międzynarod",
"12018212","41275","50000055","Pion Pror. ds. polit. kad",
"12018217","39814","50000143","Wydz.Biochemii, Biofiz. i",
"12018224","39814","50000053","Pion Prorektora ds. dydak",
"12018233","39814","50000138","Wydział Polonistyki",
"12018238","41214","50000057","Pion Kanclerza",
"12018243","41275","50000055","Pion Pror. ds. polit. kad",
"12018244","39814","50000136","Wydział Historyczny",
"12018247","39966","50000142","Wydział Biologii i Nauk o",
"12018250","41275","50000055","Pion Pror. ds. polit. kad",
"12018256","41275","50000055","Pion Pror. ds. polit. kad",
"12018257","41275","50000055","Pion Pror. ds. polit. kad",
"12018262","39904","50000056","Pion Prorektora ds. rozwo",
"12018262","41306","50000053","Pion Prorektora ds. dydak",
"12018262","41459","50019230","Pion Rektora",
"12018265","41275","50000055","Pion Pror. ds. polit. kad",
"12018266","41183","50000143","Wydz.Biochemii, Biofiz. i",
"12018267","41153","50048998","Pion Pror. ds. badań nauk",
"12018268","41153","50048998","Pion Pror. ds. badań nauk",
"12018271","41275","50000057","Pion Kanclerza",
"12018272","40544","50000143","Wydz.Biochemii, Biofiz. i",
"12018272","42005","50000055","Pion Pror. ds. polit. kad",
"12018276","40664","50000142","Wydział Biologii i Nauk o",
"12018278","39965","50000142","Wydział Biologii i Nauk o",
"12018280","40909","50000142","Wydział Biologii i Nauk o",
"12018281","40909","50000140","Wydział Matematyki i Info",
"12018283","41275","50000055","Pion Pror. ds. polit. kad",
"12018284","39814","50000141","Wydział Chemii",
"12018288","39814","50000142","Wydział Biologii i Nauk o",
"12018289","41214","50000057","Pion Kanclerza",
"12018290","41214","50000057","Pion Kanclerza",
"12018291","41214","50000057","Pion Kanclerza",
"12018292","41122","50000057","Pion Kanclerza",
"12018301","39934","50000145","Wydz. Studiów Międzynarod",
"12018302","41122","50000057","Pion Kanclerza",
"12018304","41275","50000057","Pion Kanclerza",
"12018310","40909","50019230","Pion Rektora",
